MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of initial pre-financing,Cumulative annual pre-financing,Pre-financing covered by expenditure,Recovery of annual pre-financing,Net pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
RO,Romania,2014RO05M9OP001,Human Capital - RO - ESF/YEI,YEI Specific Allocation,,2014,105994315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ES,Spain,2014ES06RDRP014,Navarra - Rural Development,EAFRD,,2015,136514270.00,3412856.75,0.00,0.00,0.00,0.00,0.00,3412856.75,0.00,0.00,0.00,3412856.75,2.50,2.50
IT,Italy,2014IT16M2OP003,Legality - IT - ERDF/ESF,ESF,Transition,2020,7500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,YEI ESF Matching Component,,2015,2882139.00,57642.78,0.00,0.00,0.00,0.00,0.00,57642.78,0.00,0.00,0.00,57642.78,2.00,2.00
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,YEI ESF Matching Component,,2016,9211536.00,276346.08,0.00,0.00,184230.72,0.00,0.00,460576.80,0.00,0.00,0.00,460576.80,5.00,5.00
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2014,92619400.00,926194.00,0.00,0.00,0.00,0.00,0.00,926194.00,0.00,0.00,0.00,926194.00,1.00,1.00
FR,France,2014FR05SFOP004,Martinique - ESF,ESF,Less developed,2016,124700000.00,3516540.00,0.00,0.00,2344360.00,0.00,0.00,5860900.00,0.00,0.00,0.00,5860900.00,4.70,4.70
ES,Spain,2014ES16RFOP008,Cantabria  - ERDF,ERDF,REACT-EU,2021,79458374.00,8740421.14,0.00,0.00,0.00,0.00,0.00,8740421.14,0.00,0.00,0.00,8740421.14,11.00,11.00
TC,Interreg,2014TC16RFCB003,Interreg V-A - Slovakia-Austria,ERDF,,2016,75892681.00,2276780.43,0.00,0.00,1517853.62,0.00,0.00,3794634.05,0.00,0.00,0.00,3794634.05,5.00,5.00
BG,Bulgaria,2014BG16M1OP001,Transport and transport infrastructure - BG - ERDF/CF,ERDF,Less developed,2014,459761907.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,YEI,,2015,58021278.00,1160425.56,8413085.31,0.00,0.00,0.00,0.00,9573510.87,0.00,0.00,0.00,9573510.87,16.50,16.50
FR,France,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,YEI ESF Matching Component,,2017,3057397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ES,Spain,2014ES16RFOP005,Asturias  - ERDF,ERDF,REACT-EU,2022,78214575.00,10241007.75,0.00,0.00,1564291.50,0.00,0.00,11805299.25,66409275.75,0.00,66409275.75,78214575.00,100.00,100.00
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI ESF Matching Component,,2015,46309700.00,926194.00,0.00,0.00,0.00,0.00,0.00,926194.00,0.00,0.00,0.00,926194.00,2.00,2.00
TC,Interreg,2014TC16M4TN002,Interreg V-B - Adriatic-Ionian,IPAE,,2016,15688887.00,470666.61,0.00,0.00,313777.74,0.00,0.00,784444.35,0.00,0.00,0.00,784444.35,5.00,5.00
FR,France,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ESF,REACT-EU,2021,19000000.00,2090000.00,0.00,0.00,380000.00,0.00,0.00,2470000.00,0.00,0.00,0.00,2470000.00,13.00,13.00
IT,Italy,2014IT05SFOP002,Systems for Active Employment Policies - IT - ESF,ESF,REACT-EU,2021,4547670000.00,500243700.00,0.00,0.00,0.00,0.00,0.00,500243700.00,0.00,0.00,0.00,500243700.00,11.00,11.00
PT,Portugal,2014PT16RFTA001,Technical Assistance - PT - ERDF,ERDF,Transition,2015,1952668.00,48816.70,0.00,0.00,0.00,0.00,0.00,48816.70,0.00,0.00,0.00,48816.70,2.50,2.50
DE,Germany,2014DE05SFOP016,Bremen - ESF,ESF,REACT-EU,2021,48492072.00,5334127.92,0.00,0.00,0.00,0.00,0.00,5334127.92,0.00,0.00,0.00,5334127.92,11.00,11.00
IT,Italy,2014IT06RDRP017,Basilicata - Rural Development,EAFRD,,2015,411497000.00,8229940.00,0.00,0.00,0.00,0.00,0.00,8229940.00,0.00,0.00,0.00,8229940.00,2.00,2.00
ES,Spain,2014ES16RFSM001,SME Initiative - ES - ERDF,ERDF,More developed,2014,562479232.00,8437188.48,0.00,0.00,0.00,0.00,0.00,8437188.48,0.00,0.00,0.00,8437188.48,1.50,1.50
ES,Spain,2014ES06RDRP011,Galicia  - Rural Development,EAFRD,,2015,889800000.00,22245000.00,0.00,0.00,0.00,0.00,0.00,22245000.00,0.00,0.00,0.00,22245000.00,2.50,2.50
TC,Interreg,2014TC16RFCB014,Interreg V-A - Finland-Estonia-Latvia-Sweden (Central Baltic),ERDF,,2014,122360390.00,1223603.90,0.00,0.00,0.00,0.00,0.00,1223603.90,0.00,0.00,0.00,1223603.90,1.00,1.00
MT,Malta,2014MT05FMOP001,FEAD - Malta,FEAD,,2015,3944660.00,433912.60,0.00,0.00,0.00,0.00,0.00,433912.60,0.00,0.00,0.00,433912.60,11.00,11.00
TC,Interreg,2014TC16M5CB005,,ENI,,2023,15875028.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ES,Spain,2014ES06RDRP004,Baleares  - Rural Development,EAFRD,,2015,61000000.00,1525000.00,0.00,0.00,0.00,0.00,0.00,1525000.00,0.00,0.00,0.00,1525000.00,2.50,2.50
TC,Interreg,2014TC16RFCB034,Interreg V-A - France-Italy (ALCOTRA),ERDF,,2016,198876285.00,5966288.55,0.00,0.00,3977525.70,0.00,0.00,9943814.25,0.00,0.00,0.00,9943814.25,5.00,5.00
CZ,Czechia,2014CZ05FMOP001,FEAD - Czech Republic,FEAD,REACT-EU,2022,3889688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IT,Italy,2014IT05SFOP013,Piemonte  - ESF,ESF,More developed,2022,436145000.00,12299289.00,0.00,0.00,71767659.76,34302908.07,23435400.08,26328640.61,375513451.32,0.00,409816359.39,436145000.00,100.00,100.00
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI ESF Matching Component,,2015,36563960.00,731279.20,0.00,0.00,0.00,0.00,0.00,731279.20,0.00,0.00,0.00,731279.20,2.00,2.00
FR,France,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,YEI Specific Allocation,,2015,5301635.00,106032.70,1537474.15,0.00,0.00,0.00,0.00,1643506.85,0.00,0.00,0.00,1643506.85,31.00,31.00
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,Less developed,2015,3084696.00,77117.40,0.00,0.00,0.00,0.00,0.00,77117.40,0.00,0.00,0.00,77117.40,2.50,2.50
CZ,Czechia,2014CZ05M9OP001,"Employment, Human Capital and Social Cohesion - CZ - ESF/YEI",ESF,More developed,2015,100000000.00,1880000.00,0.00,0.00,0.00,0.00,0.00,1880000.00,0.00,0.00,0.00,1880000.00,1.88,1.88
IT,Italy,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ESF,REACT-EU,2021,482400000.00,53064000.00,0.00,0.00,0.00,0.00,0.00,53064000.00,0.00,0.00,0.00,53064000.00,11.00,11.00
FI,Finland,2016FI16RFSM001,SME Initiative - FI - ERDF,ERDF,More developed,2016,20000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR05SFOP003,Guyane - ESF,ESF,Less developed,2015,83900000.00,1577320.00,0.00,0.00,0.00,0.00,0.00,1577320.00,0.00,0.00,0.00,1577320.00,1.88,1.88
FI,Finland,2014FI06RDRP001,Mainland Finland - Rural Development,EAFRD,,2014,2359699338.00,23596993.38,0.00,0.00,0.00,0.00,0.00,23596993.38,0.00,0.00,0.00,23596993.38,1.00,1.00
FR,France,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,YEI Specific Allocation,,2017,3057397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TC,Interreg,2014TC16RFCB023,Interreg V-A - Germany-The Netherlands,ERDF,,2022,222159360.00,6664780.80,0.00,0.00,38322489.61,16720629.10,15523535.95,12743105.36,192695625.54,0.00,209416254.64,222159360.00,100.00,100.00
EE,Estonia,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ESF,Less developed,2023,576583967.00,16552751.67,0.00,0.00,106977283.65,38420098.33,47369084.04,37740852.95,500425272.27,2256.55,538843114.05,576583967.00,100.00,100.00
PT,Portugal,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2014,57500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR16M2TA001,Technical Assistance - FR - ERDF/ESF,ESF,Less developed,2014,7977708.00,79777.08,0.00,0.00,0.00,0.00,0.00,79777.08,0.00,0.00,0.00,79777.08,1.00,1.00
FR,France,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,YEI Specific Allocation,,2016,2882139.00,86464.17,835820.31,0.00,57642.78,0.00,0.00,979927.26,0.00,0.00,0.00,979927.26,34.00,34.00
TC,Interreg,2014TC16RFCB015,Interreg V-A - Slovakia-Hungary,ERDF,,2016,155808987.00,4674269.61,0.00,0.00,3116179.74,0.00,0.00,7790449.35,0.00,0.00,0.00,7790449.35,5.00,5.00
EE,Estonia,2014EE05FMOP001,FEAD - Estonia,FEAD,,2014,8002026.00,880222.86,0.00,0.00,0.00,0.00,0.00,880222.86,0.00,0.00,0.00,880222.86,11.00,11.00
AT,Austria,2014AT05SFOP001,Employment - AT - ESF,ESF,More developed,2023,416781119.00,11753227.56,0.00,0.00,76916955.53,28576980.63,36025906.44,24067296.02,364136842.35,0.00,392713822.98,416781119.00,100.00,100.00
FR,France,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2014,146032651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR05SFOP003,Guyane - ESF,ESF,Less developed,2014,83900000.00,788660.00,0.00,0.00,0.00,0.00,0.00,788660.00,0.00,0.00,0.00,788660.00,0.94,0.94
TC,Interreg,2014TC16RFCB029,Interreg V-A - Slovenia-Croatia,ERDF,,2015,46114193.00,922283.86,0.00,0.00,0.00,0.00,0.00,922283.86,0.00,0.00,0.00,922283.86,2.00,2.00
DE,Germany,2014DE16M2OP001,Niedersachsen - ERDF/ESF,ERDF,REACT-EU,2021,154026140.00,16942875.40,0.00,0.00,0.00,0.00,0.00,16942875.40,0.00,0.00,0.00,16942875.40,11.00,11.00
TC,Interreg,2014TC16M5CB009,,ENI,,2020,183078184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GR,Greece,2014GR16M2OP010,North Aegean - ERDF/ESF,ERDF,Transition,2014,214491238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TC,Interreg,2014TC16RFCB045,Interreg V-A - France-Belgium-Germany-Luxembourg (Grande Région),ERDF,,2015,139802646.00,2796052.92,0.00,0.00,0.00,0.00,0.00,2796052.92,0.00,0.00,0.00,2796052.92,2.00,2.00
IT,Italy,2014IT05SFOP021,Sardegna  - ESF,ESF,Transition,2014,222400000.00,2090560.00,0.00,0.00,0.00,0.00,0.00,2090560.00,0.00,0.00,0.00,2090560.00,0.94,0.94
BE,Belgium,2014BE16RFOP001,Brussels Capital Region - ERDF,ERDF,More developed,2014,94671959.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,YEI Specific Allocation,,2014,9211536.00,92115.36,0.00,0.00,0.00,0.00,0.00,92115.36,0.00,0.00,0.00,92115.36,1.00,1.00
ES,Spain,2014ES05SFOP021,Madrid - ESF,ESF,REACT-EU,2021,534041722.00,58744589.42,0.00,0.00,0.00,0.00,0.00,58744589.42,0.00,0.00,0.00,58744589.42,11.00,11.00
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,More developed,2023,8805783.00,385253.05,0.00,0.00,1744645.89,663174.09,933109.41,533615.44,7608993.47,0.00,8272167.56,8805783.00,100.00,100.00
DE,Germany,2014DE05SFOP001,Schleswig-Holstein  - ESF,ESF,More developed,2023,88790767.00,2503899.63,0.00,0.00,15463282.73,6610650.45,6672311.03,4684220.88,77495895.67,0.00,84106546.12,88790767.00,100.00,100.00
ES,Spain,2014ES05SFTA001,Technical Assistance - ES - ESF,ESF,Transition,2015,20908074.00,522701.85,0.00,0.00,0.00,0.00,0.00,522701.85,0.00,0.00,0.00,522701.85,2.50,2.50
TC,Interreg,2014TC16M5CB013,,ENI,,2021,33354820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR16M0OP015,Lorraine et Vosges - ERDF/ESF/YEI,ERDF,Transition,2022,331804799.00,9356895.33,0.00,0.00,54598479.67,20845642.42,22917751.62,20191980.96,290767175.62,0.00,311612818.04,331804799.00,100.00,100.00
MT,Malta,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,REACT-EU,2022,11162285.00,0.00,0.00,0.00,223245.70,0.00,0.00,223245.70,0.00,0.00,0.00,223245.70,2.00,2.00
SI,Slovenia,2014SI05FMOP001,FEAD - Slovenia,FEAD,,2014,20512235.00,2256345.85,0.00,0.00,0.00,0.00,0.00,2256345.85,0.00,0.00,0.00,2256345.85,11.00,11.00
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2014,508377655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BE,Belgium,2014BE05SFOP001,German Speaking Community of Belgium - ESF,ESF,Transition,2015,11000000.00,206800.00,0.00,0.00,0.00,0.00,0.00,206800.00,0.00,0.00,0.00,206800.00,1.88,1.88
TC,Interreg,2014TC16M4TN001,Interreg V-B - Mediterranean,IPAE,,2016,9355783.00,280673.49,0.00,0.00,187115.66,0.00,0.00,467789.15,0.00,0.00,0.00,467789.15,5.00,5.00
GR,Greece,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - GR - ERDF/CF,ERDF,Less developed,2022,778286060.00,27950558.96,48913478.18,0.00,138576245.08,53856212.11,61761067.87,99823002.24,624606845.65,0.00,678463057.76,778286060.00,100.00,100.00
FR,France,2014FR05FMOP001,FEAD - France,FEAD,REACT-EU,2022,104027508.00,15604126.20,0.00,0.00,0.00,0.00,0.00,15604126.20,0.00,0.00,0.00,15604126.20,15.00,15.00
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI Specific Allocation,,2022,10594801.00,301623.69,2915695.67,0.00,1348391.64,684901.43,501741.08,3379068.49,6705658.11,174827.03,7215732.51,10594801.00,100.00,100.00
CZ,Czechia,2014CZ16M2OP001,Prague Growth Pole - ERDF/ESF,ESF,More developed,2023,47978445.00,1352992.14,0.00,0.00,8697125.19,3321682.63,3960704.05,2767730.65,41889031.72,0.00,45210714.35,47978445.00,100.00,100.00
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ESF,REACT-EU,2021,187869763.00,20665673.93,0.00,0.00,0.00,0.00,0.00,20665673.93,0.00,0.00,0.00,20665673.93,11.00,11.00
ES,Spain,2014ES16RFOP005,Asturias  - ERDF,ERDF,REACT-EU,2023,78214575.00,10241007.75,0.00,0.00,1564291.50,0.00,1564291.50,10241007.75,67973567.25,0.00,67973567.25,78214575.00,100.00,100.00
IE,Ireland,2014IE05FMOP001,FEAD - Ireland,FEAD,,2014,22766327.00,2504295.97,0.00,0.00,0.00,0.00,0.00,2504295.97,0.00,0.00,0.00,2504295.97,11.00,11.00
DE,Germany,2014DE06RDRP007,Berlin / Brandenburg - Rural Development,EAFRD,,2015,1050658161.00,21013163.22,0.00,0.00,0.00,0.00,0.00,21013163.22,0.00,0.00,0.00,21013163.22,2.00,2.00
TC,Interreg,2014TC16RFCB056,Interreg V-A - Germany-Denmark,ERDF,,2022,89634975.00,2689049.25,0.00,0.00,15462033.18,7194241.23,5672974.12,5283867.08,77156866.69,0.00,84351107.92,89634975.00,100.00,100.00
GR,Greece,2014GR16M3TA001,Technical assistance - GR - ERDF/ESF/CF,ESF,Less developed,2023,42515207.00,1913674.29,3348930.00,0.00,6675085.18,5150854.38,2561300.22,4225534.87,33138817.75,0.00,38289672.13,42515207.00,100.00,100.00
HR,Croatia,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,REACT-EU,2021,31498663.00,3464852.93,0.00,0.00,629973.26,0.00,0.00,4094826.19,0.00,0.00,0.00,4094826.19,13.00,13.00
PL,Poland,2014PL16RFOP003,Development of Eastern Poland - ERDF,ERDF,Less developed,2015,2000000000.00,37600000.00,0.00,0.00,0.00,0.00,0.00,37600000.00,0.00,0.00,0.00,37600000.00,1.88,1.88
ES,Spain,2014ES05SFOP022,Andalucía - ESF,ESF,Transition,2016,954578400.00,31405629.36,0.00,0.00,17946073.92,0.00,0.00,49351703.28,0.00,0.00,0.00,49351703.28,5.17,5.17
TC,Interreg,2014TC16RFCB028,Interreg V-A - Sweden-Finland-Norway (Botnia-Atlantica),ERDF,,2014,36334420.00,363344.20,0.00,0.00,0.00,0.00,0.00,363344.20,0.00,0.00,0.00,363344.20,1.00,1.00
IT,Italy,2014IT05FMOP001,FEAD - Italy,FEAD,REACT-EU,2021,199380000.00,21931800.00,0.00,0.00,0.00,0.00,0.00,21931800.00,0.00,0.00,0.00,21931800.00,11.00,11.00
TC,Interreg,2014TC16RFCB025,Interreg V-A - Czech Republic-Poland,ERDF,,2016,226221710.00,6786651.30,0.00,0.00,4524434.20,0.00,0.00,11311085.50,0.00,0.00,0.00,11311085.50,5.00,5.00
IT,Italy,2014IT06RDNP001,Italy - National Rural Development,EAFRD,,2016,963000000.00,28890000.00,0.00,0.00,0.00,0.00,0.00,28890000.00,0.00,0.00,0.00,28890000.00,3.00,3.00
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,YEI,,2015,99530712.00,1990614.24,14431953.24,0.00,0.00,0.00,0.00,16422567.48,0.00,0.00,0.00,16422567.48,16.50,16.50
BG,Bulgaria,2014BG05M9OP001,Human Resources Development  - BG - ESF/YEI,YEI Specific Allocation,,2021,55275246.00,1655662.35,16004736.05,0.00,5656846.37,3652343.42,1371589.93,18293311.42,33329591.16,0.00,36981934.58,55275246.00,100.00,100.00
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI,,2015,20108246.00,402164.92,2915695.67,0.00,0.00,0.00,0.00,3317860.59,0.00,0.00,0.00,3317860.59,16.50,16.50
FR,France,2014FR16M0OP011,Martinique - ERDF/ESF/YEI,ERDF,REACT-EU,2021,119045183.00,13094970.13,0.00,0.00,2380903.66,0.00,0.00,15475873.79,0.00,0.00,0.00,15475873.79,13.00,13.00
GR,Greece,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - GR - ERDF/CF,ERDF,Transition,2014,166279612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FR,France,2014FR05M9OP001,Youth Employment - FR - ESF/YEI,ESF,Transition,2014,733190.00,7331.90,0.00,0.00,0.00,0.00,0.00,7331.90,0.00,0.00,0.00,7331.90,1.00,1.00
TC,Interreg,2014TC16RFCB047,Interreg V-A - United Kingdom-Ireland (Ireland-Northern Ireland-Scotland),ERDF,,2015,240347696.00,4806953.92,0.00,0.00,0.00,0.00,0.00,4806953.92,0.00,0.00,0.00,4806953.92,2.00,2.00
GR,Greece,2014GR16M3TA001,Technical assistance - GR - ERDF/ESF/CF,ERDF,Transition,2015,24717076.00,741512.28,865097.66,0.00,0.00,0.00,0.00,1606609.94,0.00,0.00,0.00,1606609.94,6.50,6.50
FR,France,2014FR16M2TA001,Technical Assistance - FR - ERDF/ESF,ERDF,Less developed,2014,10252311.00,102523.11,0.00,0.00,0.00,0.00,0.00,102523.11,0.00,0.00,0.00,102523.11,1.00,1.00
TC,Interreg,2014TC16RFCB018,Interreg V-A - Poland-Germany/Sachsen,ERDF,,2015,70000069.00,1400001.38,0.00,0.00,0.00,0.00,0.00,1400001.38,0.00,0.00,0.00,1400001.38,2.00,2.00
PT,Portugal,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2014,898239373.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TC,Interreg,2014TC16RFTN003,Interreg V-B - Central Europe,ERDF,,2016,246581112.00,7397433.36,0.00,0.00,4931622.24,0.00,0.00,12329055.60,0.00,0.00,0.00,12329055.60,5.00,5.00
TC,Interreg,2014TC16RFCB051,Interreg V-A - Mayotte-Comores-Madagascar,ERDF,,2015,12028883.00,240577.66,0.00,0.00,0.00,0.00,0.00,240577.66,0.00,0.00,0.00,240577.66,2.00,2.00
PL,Poland,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,REACT-EU,2021,28554747.00,3141022.17,0.00,0.00,0.00,0.00,0.00,3141022.17,0.00,0.00,0.00,3141022.17,11.00,11.00
LT,Lithuania,2014LT05FMOP001,FEAD - Lithuania,FEAD,,2014,77202641.00,8492290.51,0.00,0.00,0.00,0.00,0.00,8492290.51,0.00,0.00,0.00,8492290.51,11.00,11.00
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ESF,More developed,2015,57280250.00,1076868.70,0.00,0.00,0.00,0.00,0.00,1076868.70,0.00,0.00,0.00,1076868.70,1.88,1.88
GR,Greece,2014GR16M2OP007,Continental Greece - ERDF/ESF,ESF,Transition,2023,31767244.00,778919.25,1363108.68,0.00,5378306.93,1834138.45,2279431.42,3406764.99,26526340.56,0.00,28360479.01,31767244.00,100.00,100.00
RO,Romania,2015RO16RFSM001,SME Initiative (merged 2018 with Regional OP) - RO - ERDF,ERDF,More developed,2017,13829786.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SI,Slovenia,2014SI05FMOP001,FEAD - Slovenia,FEAD,REACT-EU,2022,8900000.00,1335000.00,0.00,0.00,0.00,0.00,0.00,1335000.00,0.00,0.00,0.00,1335000.00,15.00,15.00
DE,Germany,2014DE05FSOP001,FEAD - Germany,FEAD,,2023,78893211.00,8678253.21,0.00,0.00,0.00,0.00,0.00,8678253.21,70214957.79,0.00,70214957.79,78893211.00,100.00,100.00
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI ESF Matching Component,,2015,10054123.00,201082.46,0.00,0.00,0.00,0.00,0.00,201082.46,0.00,0.00,0.00,201082.46,2.00,2.00
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,REACT-EU,2021,125738603.00,13831246.33,0.00,0.00,2514772.06,0.00,0.00,16346018.39,0.00,0.00,0.00,16346018.39,13.00,13.00
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,YEI Specific Allocation,,2014,2200000.00,22000.00,0.00,0.00,0.00,0.00,0.00,22000.00,0.00,0.00,0.00,22000.00,1.00,1.00
RO,Romania,2015RO16RFSM001,SME Initiative (merged 2018 with Regional OP) - RO - ERDF,ERDF,Less developed,2017,86170214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TC,Interreg,2014TC16M4TN003,Interreg V-B - Balkan-Mediterranean,ERDF,,2016,28330108.00,849903.24,0.00,0.00,566602.16,0.00,0.00,1416505.40,0.00,0.00,0.00,1416505.40,5.00,5.00
ES,Spain,2014ES05SFOP019,Cantabria - ESF,ESF,REACT-EU,2021,4539080.00,499298.80,0.00,0.00,0.00,0.00,0.00,499298.80,0.00,0.00,0.00,499298.80,11.00,11.00
BG,Bulgaria,2014BG16RFOP001,Regions in Growth - BG - ERDF,ERDF,REACT-EU,2022,66095345.00,29742905.25,0.00,0.00,2643813.80,0.00,1321906.90,31064812.15,0.00,0.00,0.00,31064812.15,47.00,47.00
FR,France,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,REACT-EU,2021,49919558.00,5491151.38,0.00,0.00,998391.16,0.00,0.00,6489542.54,0.00,0.00,0.00,6489542.54,13.00,13.00
UK,United Kingdom,2014UK16RFOP001,England - ERDF,ERDF,Transition,2023,1090037505.00,30169959.84,0.00,0.00,200289062.46,73892552.58,89537858.90,67028610.82,949116341.60,0.00,1023008894.18,1090037505.00,100.00,100.00
IT,Italy,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,REACT-EU,2022,1024941776.00,114141266.40,0.00,0.00,15218835.52,0.00,0.00,129360101.92,895581674.08,0.00,895581674.08,1024941776.00,100.00,100.00
TC,Interreg,2014TC16RFCB053,Interreg V-A - Slovenia-Hungary,ERDF,,2016,14795015.00,443850.45,0.00,0.00,295900.30,0.00,0.00,739750.75,0.00,0.00,0.00,739750.75,5.00,5.00
FR,France,2014FR06RDRP022,Picardie - Rural Development,EAFRD,,2015,137598614.00,2751972.28,0.00,0.00,0.00,0.00,0.00,2751972.28,0.00,0.00,0.00,2751972.28,2.00,2.00
RO,Romania,2014RO06RDNP001,Romania - National Rural Development,EAFRD,,2015,8127996402.00,243839892.06,0.00,0.00,0.00,0.00,0.00,243839892.06,0.00,0.00,0.00,243839892.06,3.00,3.00
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ESF,Less developed,2023,42062715.00,1283107.73,2245438.52,0.00,6571196.01,2995750.34,2759220.76,4344771.16,34722193.50,0.00,37717943.84,42062715.00,100.00,100.00
FR,France,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,YEI,,2017,6114794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SE,Sweden,2014SE05FSOP001,FEAD - Sweden,FEAD,,2014,7889321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TC,Interreg,2014TC16RFTN003,Interreg V-B - Central Europe,ERDF,,2023,246581112.00,7397433.36,0.00,0.00,47466864.06,19297890.13,20998310.10,14568097.19,212715124.68,0.00,232013014.81,246581112.00,100.00,100.00
RO,Romania,2014RO05FMOP001,FEAD - Romania,FEAD,,2014,441013044.00,48511434.84,0.00,0.00,0.00,0.00,0.00,48511434.84,0.00,0.00,0.00,48511434.84,11.00,11.00
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,YEI Specific Allocation,,2016,159788424.00,4793652.72,46338642.96,46338642.96,3195768.48,0.00,0.00,7989421.20,0.00,0.00,0.00,7989421.20,5.00,5.00
